Anio,Mes,Dia,prcp,Tmin,Tmax
1980,1,1,0,8.963537095,20
1980,1,2,0,9.61049194,24
1980,1,3,0,10.45390621,25
1980,1,4,0,12.04347866,25.5
1980,1,5,0,11.49218589,28
1980,1,6,0,12.85447423,23
1980,1,7,0,10.0971247,28
1980,1,8,6.5,11.88120871,20
1980,1,9,2,11.2331914,24
1980,1,10,0,11.88120871,24
1980,1,11,6.5,10.74638156,22
1980,1,12,10.5,9.61049194,24
1980,1,13,6,9.480817769,21
1980,1,14,0,10.7460274,23
1980,1,15,0,10.42184167,24
1980,1,16,0,10.7460274,23
1980,1,17,0,10.19473464,24
1980,1,18,0,11.55666882,26
1980,1,19,0,11.6223913,29
1980,1,20,0,11.39439888,21
1980,1,21,4,10.58375746,22
1980,1,22,0,11.88120871,28
1980,1,23,0,11.16782308,29
1980,1,24,1.5,12.20504029,23
1980,1,25,0,11.07127561,19
1980,1,26,0,11.55666882,27
1980,1,27,33.5,11.45994427,27
1980,1,28,0,12.2057486,20
1980,1,29,0,10.87605573,22
1980,1,30,0,11.06950483,25
1980,1,31,3,10.97313444,22
1980,2,1,0,11.76607722,21
1980,2,2,0,11.49055636,25
1980,2,3,0,12.89211755,27
1980,2,4,0,11.64473961,28
1980,2,5,6.5,11.89659935,21
1980,2,6,0,8.966905056,24
1980,2,7,0,9.00553758,26
1980,2,8,0,10.59836666,25
1980,2,9,0,10.82537042,28
1980,2,10,0,12.24445271,26
1980,2,11,0,12.12190757,24
1980,2,12,0,11.13571505,31
1980,2,13,0,12.14048216,25
1980,2,14,0,12.27093988,24
1980,2,15,0,12.21669367,25
1980,2,16,0,10.44248783,22
1980,2,17,0,10.80700162,25
1980,2,18,0,10.51008034,24
1980,2,19,4.5,11.41024699,20
1980,2,20,0,8.875015537,21
1980,2,21,0,10.5908778,21
1980,2,22,0,10.47363149,23
1980,2,23,0,10.42411903,24
1980,2,24,0,10.80700162,23
1980,2,25,0,9.54125494,24
1980,2,26,0,9.35218342,25
1980,2,27,11,10.56382544,24
1980,2,28,0,8.199938539,22
1980,2,29,0,10.20785387,27
1980,3,1,6,10.24423191,27
1980,3,2,0,11.5499534,20
1980,3,3,8,11.58619021,16
1980,3,4,0,10.97799934,22
1980,3,5,0,11.131476,23
1980,3,6,2.5,11.47374189,23
1980,3,7,1.5,11.41943138,23
1980,3,8,4.5,11.5320855,21.5
1980,3,9,0,10.62287579,23
1980,3,10,0,11.89659935,25
1980,3,11,0,12.14895977,26
1980,3,12,29.5,11.98220105,25
1980,3,13,0,11.74806803,23
1980,3,14,0,12.20750927,24
1980,3,15,1.200000048,12.69386152,26
1980,3,16,0,13.04531154,26
1980,3,17,3.099999905,11.85252667,21
1980,3,18,0,9.698970652,19
1980,3,19,6.5,9.508062254,23
1980,3,20,6,10.89260338,21
1980,3,21,0,9.577491642,24
1980,3,22,0,10.36556958,25
1980,3,23,0,10.5544352,27
1980,3,24,0,10.80700162,28
1980,3,25,0,11.73902492,28
1980,3,26,10,11.5315846,21
1980,3,27,0,8.823454082,21
1980,3,28,0,9.221661404,25.3
1980,3,29,2.5,10.63410252,25
1980,3,30,0,11.62637081,23
1980,3,31,0,10.87452963,25
1980,4,1,10,11.23056571,22
1980,4,2,0,9.863892545,23
1980,4,3,0,10.34770162,25
1980,4,4,2.200000048,8.666727581,26
1980,4,5,4.5,11.03230985,23.5
1980,4,6,8,10.28505441,20
1980,4,7,0,9.74869523,25
1980,4,8,0,8.137150345,28
1980,4,9,0,8.050700897,29
1980,4,10,0,7.532003803,29
1980,4,11,0,8.631839384,28.5
1980,4,12,0,10.07747316,27
1980,4,13,0,7.757658827,25
1980,4,14,0,7.550719402,23
1980,4,15,0,5.843540671,22
1980,4,16,0,5.131880169,21
1980,4,17,0,5.158932472,26
1980,4,18,0,6.780509422,26
1980,4,19,0,8.18122294,25
1980,4,20,0,10.0865162,24
1980,4,21,0,10.23504751,25
1980,4,22,0,9.091987027,25.5
1980,4,23,0,9.464837531,27
1980,4,24,0,7.636321182,29
1980,4,25,0,8.492132943,24
1980,4,26,0,8.63268705,25
1980,4,27,0,9.091139361,26
1980,4,28,0,9.464978897,24
1980,4,29,0.100000001,9.109007293,25
1980,4,30,0,10.5273829,21
1980,5,1,0,7.11797089,23
1980,5,2,0,3.789716075,17
1980,5,3,0,2.48399453,18.5
1980,5,4,0,4.077812491,24
1980,5,5,0,4.501376604,28
1980,5,6,0,3.920238144,21
1980,5,7,0,4.812286633,26
1980,5,8,0,5.451974543,24
1980,5,9,0,6.605067117,25
1980,5,10,0,4.416982425,29
1980,5,11,0,4.690948962,28
1980,5,12,0,5.731387425,29
1980,5,13,0,7.222082806,28
1980,5,14,0,7.634625644,25
1980,5,15,0,8.293877051,24
1980,5,16,0,10.32983372,21
1980,5,17,0,6.672300128,19.5
1980,5,18,0,5.141064567,25.5
1980,5,19,0,5.074037403,27.5
1980,5,20,0,4.754443867,24
1980,5,21,0,4.821676878,25
1980,5,22,0,4.389429231,23
1980,5,23,0,4.632605358,25
1980,5,24,0,4.942949988,24
1980,5,25,0,6.541778059,23
1980,5,26,0,5.226666321,26
1980,5,27,0,4.744518505,26
1980,5,28,0,4.420332769,27
1980,5,29,20,4.19304866,25
1980,5,30,0,3.447067251,26
1980,5,31,0,3.77089883,24
1980,6,1,0,3.77089883,23
1980,6,2,0,5.067641771,23
1980,6,3,0,4.4192703,18
1980,6,4,0,4.159638325,19
1980,6,5,0,2.019941711,25
1980,6,6,0,1.760416021,26
1980,6,7,0,1.955104548,24
1980,6,8,0,5.556576546,28
1980,6,9,0,2.961142804,28
1980,6,10,0,5.069058396,25
1980,6,11,0,6.820723712,22
1980,6,12,0,6.366863806,23
1980,6,13,0,5.069058396,17
1980,6,14,0,1.501598683,19
1980,6,15,0,2.214984375,26
1980,6,16,0,2.636779991,27
1980,6,17,0,2.867378068,22
1980,6,18,0,3.984233888,24
1980,6,19,0,4.813841113,15
1980,6,20,0,5.713725367,16
1980,6,21,0,4.610074557,19
1980,6,22,0,4.735227328,16
1980,6,23,0,3.383673015,26
1980,6,24,0,6.813991111,27
1980,6,25,0,3.655455953,25
1980,6,26,0,3.416872025,18
1980,6,27,0,1.853491071,26
1980,6,28,0,3.09268629,28
1980,6,29,0,5.260976534,26
1980,6,30,0,8.032832965,24.5
1980,7,1,0,4.389429231,18
1980,7,2,0,2.62370105,14
1980,7,3,0,3.350686255,19
1980,7,4,0,2.81341444,23
1980,7,5,0,3.362060627,23
1980,7,6,0,3.763517865,24
1980,7,7,0,7.803362632,25
1980,7,8,0,4.744872661,19
1980,7,9,3.5,4.744518505,18
1980,7,10,0,5.231859576,18
1980,7,11,0,4.940800735,21
1980,7,12,0,4.096855347,18
1980,7,13,0,5.03699401,25
1980,7,14,0,3.869925316,26
1980,7,15,0,4.600960855,22
1980,7,16,0,5.497742574,27
1980,7,17,0,6.402219027,26
1980,7,18,0,6.623782818,25
1980,7,19,0,6.813355176,28
1980,7,20,0,6.560994651,24
1980,7,21,0,4.722799364,22
1980,7,22,0,4.672580165,21
1980,7,23,0,3.706516493,23
1980,7,24,0,5.114012211,27
1980,7,25,0,7.0472059,26
1980,7,26,0,11.27124726,27
1980,7,27,0,3.173195007,21
1980,7,28,0,4.182489806,24
1980,7,29,0,6.697663347,23
1980,7,30,0,3.038080686,21
1980,7,31,0,0.961442582,20
1980,8,1,0,2.475218358,23
1980,8,2,0,5.329823594,26
1980,8,3,0,5.588818011,26
1980,8,4,0,7.338004387,23
1980,8,5,0,2.635717522,13.5
1980,8,6,0,1.501067449,26
1980,8,7,0,1.662983238,26
1980,8,8,0,2.117020376,23
1980,8,9,0,4.710860261,19
1980,8,10,0,2.797633312,24
1980,8,11,0,4.419624457,19
1980,8,12,0,5.392889975,19
1980,8,13,0,6.68927876,20
1980,8,14,9.5,6.366155494,14
1980,8,15,0,5.977486829,21
1980,8,16,0,5.555691155,25
1980,8,17,0,7.98708417,23
1980,8,18,0,7.500274333,24
1980,8,19,0,7.986730014,23
1980,8,20,0,6.949335722,24
1980,8,21,0,4.873838673,26
1980,8,22,0,6.689809994,19
1980,8,23,0,5.069058396,21
1980,8,24,0,6.691049541,26
1980,8,25,18,6.269253867,25
1980,8,26,5.199999809,6.367217962,6
1980,8,27,0,5.459852076,16
1980,8,28,0,5.005283702,23
1980,8,29,0,6.075273692,25
1980,8,30,0,7.470866118,26
1980,8,31,0,8.798433899,25.5
1980,9,1,0,9.934677676,23
1980,9,2,0,8.767254749,22
1980,9,3,11,8.865218844,16
1980,9,4,0,5.069766709,16
1980,9,5,0,5.718492336,20
1980,9,6,0,5.718492336,22
1980,9,7,0,7.988500795,26
1980,9,8,0,9.481526082,26
1980,9,9,0,5.929142452,10
1980,9,10,0,3.988819736,22.5
1980,9,11,4.5,6.331729857,27
1980,9,12,0,6.573069132,22
1980,9,13,0,7.486582677,26
1980,9,14,2,7.47345425,30
1980,9,15,0,5.887472106,21
1980,9,16,0,3.610882596,14
1980,9,17,0,2.22549377,25
1980,9,18,0,4.000688784,27
1980,9,19,0,5.065135456,26
1980,9,20,0,5.843540671,24
1980,9,21,0,5.290161227,20
1980,9,22,0,6.777118371,22
1980,9,23,0,5.245382022,23
1980,9,24,0,5.982399343,28
1980,9,25,0,6.411043899,29
1980,9,26,0,7.236418322,26
1980,9,27,0,8.053597585,30
1980,9,28,0,7.789656838,25
1980,9,29,0,6.154450674,30
1980,9,30,0,7.704902697,30.5
1980,10,1,0,9.904574064,30
1980,10,2,0,10.75050114,29
1980,10,3,0,9.361367818,29
1980,10,4,0,7.663373513,24
1980,10,5,0,5.095790823,27
1980,10,6,0,8.12267349,21
1980,10,7,0,4.803102234,28
1980,10,8,0,7.695718299,26
1980,10,9,0,8.363306438,27
1980,10,10,0,10.91880804,27
1980,10,11,0,7.741839916,29
1980,10,12,0,8.267672388,29
1980,10,13,0,7.566044129,30
1980,10,14,0,9.852164942,30.5
1980,10,15,0,9.109007293,31
1980,10,16,0,9.879217272,29
1980,10,17,0,10.36607042,30
1980,10,18,0,9.532571406,31
1980,10,19,0,11.24843367,29
1980,10,20,0,11.26680247,31
1980,10,21,0,11.24843367,29
1980,10,22,0,11.5229011,30
1980,10,23,20,9.275766064,31
1980,10,24,0,8.94239593,25
1980,10,25,0,9.315740871,29
1980,10,26,0,11.14630624,30
1980,10,27,0,11.77526162,30
1980,10,28,0,11.85167903,31
1980,10,29,0,12.34742158,29
1980,10,30,0,10.2404874,28
1980,10,31,0,8.892176731,16
1980,11,1,0,9.448930307,29
1980,11,2,0,9.189581657,30
1980,11,3,0,10.25957172,30
1980,11,4,0,10.48614752,31
1980,11,5,0,11.0050219,29
1980,11,6,0,10.93983066,30
1980,11,7,0,9.836713581,32
1980,11,8,0,9.512882002,31
1980,11,9,0,6.367926275,30
1980,11,10,0,6.660224702,29
1980,11,11,0,5.231859576,20
1980,11,12,0,7.340129325,24
1980,11,13,0,6.464473745,26
1980,11,14,0,9.286660361,29
1980,11,15,0,10.48650168,30
1980,11,16,0,11.23248309,31
1980,11,17,0,10.71307747,30
1980,11,18,0,11.06950483,31
1980,11,19,0,11.32920763,30
1980,11,20,0,11.7178763,30.5
1980,11,21,0,12.39990601,29.5
1980,11,22,0,12.39955186,30.5
1980,11,23,9,11.65498707,21
1980,11,24,11.5,9.935563066,22.43959535
1980,11,25,0.233142083,10.51945161,21.4895456
1980,11,26,0,10.42201875,24.982277
1980,11,27,0,12.0431245,26.68546949
1980,11,28,4.434054266,11.23248309,27.91363711
1980,11,29,0.318599709,12.40026017,20.71738075
1980,11,30,4.458842334,10.77897734,20.34383458
1980,12,1,0,8.410296469,24.82031492
1980,12,2,0,9.708101879,26.62157979
1980,12,3,6.303132168,11.36162602,25.99593767
1980,12,4,1.221298812,11.39457595,26.76459384
1980,12,5,35,10.58304915,24.91401401
1980,12,6,0,11.16729184,24
1980,12,7,0,11.32973887,25
1980,12,8,4,9.935031832,26
1980,12,9,0,11.5636593,24
1980,12,10,0,12.53713495,27.5
1980,12,11,4,11.5858306,26
1980,12,12,0,10.19860496,24
1980,12,13,1.5,10.94494175,26.5
1980,12,14,0,10.48281589,23
1980,12,15,0,10.65854085,27
1980,12,16,0,12.81809617,26.5
1980,12,17,0,11.03230985,29.5
1980,12,18,3,12.31182673,29
1980,12,19,0,11.01069738,22.5
1980,12,20,0,9.482705489,18
1980,12,21,0,8.275655663,19
1980,12,22,0,8.322624893,22.5
1980,12,23,0,9.309806389,23.5
1980,12,24,0,10.15403796,21.5
1980,12,25,2,9.378388084,25.5
1980,12,26,0,9.94864666,26
1980,12,27,0,10.66030719,26.5
1980,12,28,1,11.39322672,26.8
1980,12,29,0,10.59222008,28
1980,12,30,0,11.35325191,28.5
1980,12,31,6,11.98220105,29
1981,1,1,0,12.50479011,30
1981,1,2,0,11.78394524,26.6
1981,1,3,21,12.32101113,22.5
1981,1,4,4,11.87873134,21.5
1981,1,5,2,12.34721579,24
1981,1,6,0,11.80011775,26.5
1981,1,7,0,12.58035988,25.6
1981,1,8,0,11.65257547,20.8
1981,1,9,3,11.00505164,26
1981,1,10,0,12.20750927,33
1981,1,11,0,11.29759288,24
1981,1,12,0,11.60560619,22.8
1981,1,13,9,11.94900847,25.8
1981,1,14,0,10.50661828,23
1981,1,15,0,10.1527661,21.5
1981,1,16,4.199999809,10.80700162,26
1981,1,17,22,12.93619001,22
1981,1,18,0,13.26581569,26
1981,1,19,0,11.91736386,23
1981,1,20,0,13.77498164,27
1981,1,21,2,11.45891175,28
1981,1,22,0,12.03630566,18.8
1981,1,23,0,12.73899382,26
1981,1,24,0,12.47145022,24
1981,1,25,0,10.88236549,25
1981,1,26,0,12.00021035,26
1981,1,27,0,12.11646762,25.5
1981,1,28,32,12.09485516,26
1981,1,29,5,12.33887893,22
1981,1,30,0,12.16972449,21
1981,1,31,0,11.23445128,19.8
1981,2,1,0,12.33803139,27
1981,2,2,6,11.5545456,27
1981,2,3,0,12.49391043,22
1981,2,4,0,12.09195845,25
1981,2,5,0,11.03909197,23.5
1981,2,6,0,11.79312963,25.5
1981,2,7,0,11.63640285,26.5
1981,2,8,6,11.79312963,26
1981,2,9,2,11.55080115,27.5
1981,2,10,2,11.12554162,25.5
1981,2,11,1,12.10573504,22
1981,2,12,1,10.65571499,25.5
1981,2,13,5,10.84832496,22.8
1981,2,14,12,11.19666629,22.5
1981,2,15,0.5,10.91026554,19.6
1981,2,16,0,10.67168151,18.5
1981,2,17,0,10.02111366,22.5
1981,2,18,2,10.28745663,24.5
1981,2,19,0,11.5499534,23
1981,2,20,0,10.86350835,23
1981,2,21,3,11.67877993,24.5
1981,2,22,2,11.15089844,23.5
1981,2,23,0,10.01892369,23.5
1981,2,24,0,11.03832568,22.5
1981,2,25,0,10.48667875,23
1981,2,26,6,11.07039022,24
1981,2,27,2,11.71929292,24.5
1981,2,28,0,10.84310611,20.5
1981,3,1,5,11.23248309,23
1981,3,2,5,11.03797152,21.8
1981,3,3,0,10.74567325,21
1981,3,4,0,10.10841096,22.5
1981,3,5,0,9.809582038,24.5
1981,3,6,7,11.11770575,25
1981,3,7,0,11.65342311,25
1981,3,8,0,12.38584831,25.5
1981,3,9,0,11.16729184,26
1981,3,10,0,10.40095864,28
1981,3,11,0,10.70812411,28.5
1981,3,12,0,10.40039324,25
1981,3,13,0,10.90856995,31
1981,3,14,0,10.41981558,28.5
1981,3,15,3,10.1315778,27
1981,3,16,0,10.21308827,22
1981,3,17,0,10.12133991,23
1981,3,18,7,10.84733593,21.5
1981,3,19,0,11.10068549,17
1981,3,20,0,9.609136197,21
1981,3,21,0,9.697422522,23
1981,3,22,0,8.744281352,25
1981,3,23,0,10.0488727,25
1981,3,24,0,10.20185488,21.5
1981,3,25,0,8.783126019,23.5
1981,3,26,0,9.080548172,23
1981,3,27,0,8.252347866,25
1981,3,28,0,9.344347553,24
1981,3,29,0,10.42172321,29
1981,3,30,0,12.00925346,25.5
1981,3,31,0,11.43998391,22
1981,4,1,0,10.88406088,24.5
1981,4,2,0,10.84733593,24.8
1981,4,3,0,12.15220343,24
1981,4,4,0,10.47822369,23.5
1981,4,5,0,10.5816934,24.5
1981,4,6,0,9.464837531,24.5
1981,4,7,0,11.95324122,23.8
1981,4,8,0,10.82995617,23
1981,4,9,0,10.74350672,24
1981,4,10,0,9.97329674,25
1981,4,11,16,9.284661714,25
1981,4,12,0,9.06119037,22
1981,4,13,0,9.334315514,24
1981,4,14,6,9.246099752,24
1981,4,15,0,7.583912061,19.8
1981,4,16,0,8.05522232,26
1981,4,17,0,8.059885296,19.8
1981,4,18,0,8.510000875,22
1981,4,19,0,7.004751925,22.5
1981,4,20,0,7.946383518,23
1981,4,21,0,6.987590187,25
1981,4,22,0,6.465360703,25.5
1981,4,23,0,6.69519032,25.5
1981,4,24,0,8.069069694,24.5
1981,4,25,0,6.611207446,25.5
1981,4,26,0,7.196437267,28
1981,4,27,0,6.395083623,26
1981,4,28,0,7.690278434,23.8
1981,4,29,0,5.323148065,25
1981,4,30,0,5.064994063,23
1981,5,1,0,5.512566334,21.5
1981,5,2,0,5.13089098,27.5
1981,5,3,0,5.324843474,32
1981,5,4,0,5.250821991,28
1981,5,5,0,5.341863637,27
1981,5,6,0,6.85883446,24
1981,5,7,0,6.604078009,25
1981,5,8,0,6.656127708,28.6
1981,5,9,0,5.89156971,25
1981,5,10,0,7.645004716,25.5
1981,5,11,0,5.885069986,23.8
1981,5,12,0,7.653341448,25.5
1981,5,13,0,9.409538044,25
1981,5,14,0,7.075806281,23
1981,5,15,0,5.840997467,26
1981,5,16,0,4.553143933,20
1981,5,17,0,4.736498915,23
1981,5,18,0,4.492898944,26
1981,5,19,0,4.519103505,26
1981,5,20,0,5.19502817,27
1981,5,21,0,5.218329719,26
1981,5,22,0,4.586978411,26
1981,5,23,0,3.342349599,27
1981,5,24,0,3.541453209,22
1981,5,25,0,5.002205895,24.5
1981,5,26,0,6.331941973,24
1981,5,27,0,6.543332384,25
1981,5,28,0,4.887361706,28
1981,5,29,0,4.138764191,26
1981,5,30,0,4.161718733,25
1981,5,31,0,5.013085754,27
1981,6,1,0,3.805894897,25
1981,6,2,0,3.62430599,26
1981,6,3,0,4.803314327,20
1981,6,4,0,4.982783788,20.5
1981,6,5,0,2.37430774,23
1981,6,6,0,1.785898601,24
1981,6,7,0,0.519162688,20
1981,6,8,0,0.497055787,25
1981,6,9,0,2.724563012,29
1981,6,10,0,1.993197485,24
1981,6,11,0,1.185902981,20
1981,6,12,0,4.460901132,20
1981,6,13,0,1.612074756,23
1981,6,14,0,4.192586299,18.8
1981,6,15,0,2.416260734,25
1981,6,16,0,0.771664656,24
1981,6,17,0,2.928817934,24.5
1981,6,18,0,-0.069811431,17.7
1981,6,19,0,2.069614894,24
1981,6,20,0,1.424351949,22
1981,6,21,0,2.517476031,26
1981,6,22,0,1.195087353,24
1981,6,23,0,3.305624655,19.8
1981,6,24,0,0.595798366,26
1981,6,25,0,1.446741578,25
1981,6,26,0,2.218711501,24
1981,6,27,0,2.733529257,24.8
1981,6,28,0,4.186086465,25
1981,6,29,0,4.68346005,28.8
1981,6,30,0,5.020574692,28
1981,7,1,0,3.610034853,28.8
1981,7,2,0,4.879667278,19.8
1981,7,3,0,4.947253492,21.5
1981,7,4,0,3.865144511,19
1981,7,5,0,3.898696539,19.8
1981,7,6,0,2.423749592,20.5
1981,7,7,0,3.826087954,19.5
1981,7,8,0,3.900533415,20.5
1981,7,9,0,3.260633585,25
1981,7,10,0,4.934254104,21
1981,7,11,0,3.695495214,24
1981,7,12,0,2.274652972,24
1981,7,13,0,3.061176721,24
1981,7,14,0,2.755854309,27
1981,7,15,0,2.17012365,25
1981,7,16,0,4.607389774,21
1981,7,17,0,2.141228231,19
1981,7,18,0,-1.467416331,7
1981,7,19,0,-2.100469369,15.5
1981,7,20,0,-1.370446237,17
1981,7,21,0,-0.8054803,22.5
1981,7,22,0,0.27443245,16.5
1981,7,23,0,0.571495149,12
1981,7,24,0,-1.715255357,15.5
1981,7,25,0,-1.304620072,21
1981,7,26,0,-0.582227066,23
1981,7,27,0,0.517467254,25
1981,7,28,0,1.631079601,26.5
1981,7,29,0,3.084908577,24
1981,7,30,0,3.535878279,25
1981,7,31,0,4.121743925,25
1981,8,1,0,4.31759767,25
1981,8,2,0,4.370572191,29
1981,8,3,0,4.189272143,27
1981,8,4,0,5.248773223,25
1981,8,5,0,5.955629739,23.5
1981,8,6,0,7.366445902,24.5
1981,8,7,7,7.077430884,23
1981,8,8,4,5.509252291,21
1981,8,9,0,4.24717931,19.5
1981,8,10,1,2.642911324,20.5
1981,8,11,0,5.292916435,13
1981,8,12,0,6.635998639,26
1981,8,13,0,5.113446901,24.5
1981,8,14,0,5.493644941,25
1981,8,15,2,5.751156611,24.5
1981,8,16,0,5.508545609,19.5
1981,8,17,0,5.090492217,23
1981,8,18,0,5.203146328,21
1981,8,19,0,4.977838107,22
1981,8,20,0,4.6711671,21
1981,8,21,1,5.506708731,19
1981,8,22,0,4.915473619,18
1981,8,23,0,5.419270152,23.5
1981,8,24,0,5.975970346,23
1981,8,25,0,5.913111319,26.5
1981,8,26,0,6.811512,24.5
1981,8,27,0,8.772175306,24.5
1981,8,28,0,7.946377117,26.5
1981,8,29,9,6.915900049,26
1981,8,30,3,9.217281121,19.5
1981,8,31,0,8.602102131,22
1981,9,1,0,7.563995135,23
1981,9,2,0,6.589947906,24.5
1981,9,3,1,6.439933026,23
1981,9,4,3,7.649102452,17
1981,9,5,0,6.237650257,22
1981,9,6,0,5.071352557,23.5
1981,9,7,0,6.320078973,26
1981,9,8,0,8.694344831,30
1981,9,9,0,8.191466948,29
1981,9,10,0,9.149123386,25
1981,9,11,0,8.837930737,25
1981,9,12,3.5,9.420482441,24
1981,9,13,0,7.013724015,16
1981,9,14,1.600000024,2.909395228,20
1981,9,15,0,0.464204392,19
1981,9,16,0,2.507459851,25
1981,9,17,0,3.609868431,29
1981,9,18,0,6.041615602,26
1981,9,19,0,6.626212456,27
1981,9,20,1.600000024,8.701001039,25
1981,9,21,2,7.989209108,19
1981,9,22,0,4.574608302,20
1981,9,23,1.5,7.205550909,22
1981,9,24,7,7.044585127,21
1981,9,25,0,6.966048326,24
1981,9,26,4.5,7.011251314,26
1981,9,27,0,8.300235266,26.5
1981,9,28,10,9.034285422,30
1981,9,29,1.5,5.390733948,20
1981,9,30,0,4.975011923,17
1981,10,1,0,4.956720092,28
1981,10,2,0,6.310329335,29
1981,10,3,0,7.415534406,28
1981,10,4,0,7.908309533,26
1981,10,5,2.340819427,6.725839439,24
1981,10,6,1.5,6.279461992,24
1981,10,7,0,8.312027517,18
1981,10,8,0,7.932959745,21
1981,10,9,0,8.51635909,24
1981,10,10,0,8.685019194,27
1981,10,11,0,8.416839452,26
1981,10,12,0,9.154068789,25
1981,10,13,0,7.571413238,19
1981,10,14,0,7.056454146,21.5
1981,10,15,0,7.858238048,22
1981,10,16,0,10.12465416,19
1981,10,17,0,9.730120612,25
1981,10,18,0,10.57668344,25
1981,10,19,0,9.531723408,21
1981,10,20,0,8.11574981,21
1981,10,21,0,9.355009377,25
1981,10,22,8,10.9679673,21
1981,10,23,2.700000048,10.15241289,24.5
1981,10,24,1.600000024,9.466109389,25
1981,10,25,1,10.5544352,29
1981,10,26,2,11.65850985,28
1981,10,27,1,11.65427086,26
1981,10,28,0,11.67129118,22
1981,10,29,0,11.16106557,28
1981,10,30,0,11.64353226,28
1981,10,31,1,10.95871834,26
1981,11,1,2,10.30271061,25
1981,11,2,0,9.913758462,26
1981,11,3,0,9.349640241,28
1981,11,4,0,12.17452269,28
1981,11,5,0,12.84253423,30
1981,11,6,2.5,8.775836373,27
1981,11,7,0,9.626997649,23
1981,11,8,0,8.244011108,28
1981,11,9,0,10.51036263,26
1981,11,10,4,11.79792763,26
1981,11,11,0,11.77560837,26
1981,11,12,14.5,10.82705956,26
1981,11,13,0,10.31909494,23
1981,11,14,0,9.212477005,24
1981,11,15,31,9.925762543,26
1981,11,16,0,9.409184741,21
1981,11,17,0,10.49439606,26
1981,11,18,15,10.80375171,25.5
1981,11,19,0,9.343846715,19
1981,11,20,0,6.848590073,20
1981,11,21,0,8.798944957,26
1981,11,22,0,11.94921447,26
1981,11,23,0,10.254264,26
1981,11,24,0,11.33516567,26
1981,11,25,0,9.590767401,27
1981,11,26,0,11.33163341,25
1981,11,27,0,11.33163341,28
1981,11,28,2,11.10816186,29
1981,11,29,0,10.33851722,22
1981,11,30,5,11.3408176,28.8
1981,12,1,5,9.347591221,16
1981,12,2,0,9.765856423,17
1981,12,3,0,8.614459388,20
1981,12,4,0,11.10802057,22.5
1981,12,5,0,9.914953136,28
1981,12,6,0,11.28381628,27
1981,12,7,0,11.40360571,26
1981,12,8,0,9.791071955,22
1981,12,9,0,8.842169886,26
1981,12,10,0,9.499725754,26.5
1981,12,11,0,10.60464794,28
1981,12,12,2,10.71730206,21
1981,12,13,4.5,9.940309901,24
1981,12,14,1,12.65847246,23.5
1981,12,15,0,9.793615465,27
1981,12,16,0,10.33321839,26
1981,12,17,0,9.765856423,26
1981,12,18,0,11.60016615,24
1981,12,19,0,11.78224985,25
1981,12,20,5,12.23456168,27
1981,12,21,20,11.20280667,20.5
1981,12,22,5,11.13577956,23
1981,12,23,0,9.306556473,22
1981,12,24,0,8.066519809,25.5
1981,12,25,0,9.10349665,23
1981,12,26,0,11.28374547,29
1981,12,27,0,11.8910887,25
1981,12,28,6,10.45795351,28
1981,12,29,0,11.6870513,23.5
1981,12,30,11.5,11.36286557,22
1981,12,31,0,11.42734881,24.5
1982,1,1,0,10.39720763,23.5
1982,1,2,0,9.730968253,21.8
1982,1,3,0,10.10622103,23
1982,1,4,0,8.425105421,24
1982,1,5,9.199999809,10.43040677,22.8
1982,1,6,9,9.2495614,19.5
1982,1,7,3,9.136907289,19.8
1982,1,8,8.800000191,10.031281,21
1982,1,9,7.699999809,9.947092076,19
1982,1,10,2,9.950342198,19.8
1982,1,11,0,10.61468019,20.8
1982,1,12,0,10.33068136,24
1982,1,13,15,12.62443234,26
1982,1,14,17.5,10.1230353,20
1982,1,15,0,11.58109701,23.5
1982,1,16,0,12.29395872,25
1982,1,17,17.5,11.85252667,24.5
1982,1,18,1,10.96966258,19
1982,1,19,0,12.21379695,21
1982,1,20,0,12.51177823,25
1982,1,21,0,11.5315846,25
1982,1,22,0,10.77055902,21
1982,1,23,0.5,8.4720039,23
1982,1,24,0,9.354302592,25
1982,1,25,0,9.385664853,24
1982,1,26,0,11.77815225,25
1982,1,27,34,10.83320629,25.5
1982,1,28,0,9.999013056,24.8
1982,1,29,0,11.94731288,26
1982,1,30,0,10.92007937,27.5
1982,1,31,0,10.82028363,23
1982,2,1,0,11.67228005,25
1982,2,2,0,11.36243006,29
1982,2,3,35,13.59459363,28
1982,2,4,3,11.23734789,19.5
1982,2,5,0,9.811483423,21
1982,2,6,0.800000012,11.19737308,24
1982,2,7,0,10.06299631,24.5
1982,2,8,4,10.81378375,22
1982,2,9,0,10.04428051,26
1982,2,10,0,11.43729929,25
1982,2,11,0,11.34166544,27
1982,2,12,0,10.5273829,26
1982,2,13,0,11.98220105,26
1982,2,14,0,10.74435436,21
1982,2,15,0,9.447817265,26
1982,2,16,0,10.92693875,24
1982,2,17,17,10.96097907,25
1982,2,18,15,10.83320629,19
1982,2,19,45,11.29759288,20.5
1982,2,20,0,10.50442835,25
1982,2,21,10,11.27922408,23.5
1982,2,22,0,9.220107026,18
1982,2,23,0,8.849658746,20
1982,2,24,0,9.049610149,21
1982,2,25,10,10.3544838,25
1982,2,26,0,11.32464518,21.5
1982,2,27,7.5,11.72454799,22
1982,2,28,13,12.2956542,23
1982,3,1,0,11.98573341,22
